Entity,Date,Summary,Key Points
Microsoft Corp.,2025-09-23 00:00:00,"Microsoft Corp. continues to express significant concern regarding the newly introduced $100,000 one-time fee for H-1B visa applications, which is expected to create substantial new costs for the company and other major tech employers. The fee disproportionately affects Indian technology workers, who constitute a large percentage of H-1B visa holders. Experts suggest that this fee may lead to companies considering hiring laid-off H-1B visa holders from firms like Microsoft, indicating a potential shift in hiring strategies. The overall sentiment remains that the new fee could slow down collaborations between India and the U.S. in the tech sector, further emphasizing the regressive nature of the policy and its potential harm to the American economy, which relies heavily on skilled workers, particularly from India.","['The $100,000 one-time fee for H-1B visa applications is expected to create substantial new costs for Microsoft and other major tech employers.', 'Experts suggest that the new fee could prompt companies to consider hiring laid-off H-1B visa holders from Microsoft and other tech firms.']"
Microsoft Corp.,2025-09-24 00:00:00,"Microsoft Corp. is facing a significant impact from the newly introduced $100,000 fee on H-1B visas, which is expected to double hiring costs and necessitate a reassessment of its human resources strategies. The company heavily relies on foreign engineers and developers to fill critical gaps in the domestic labor market, and this fee increase could lead to a reduction in applicant numbers and a greater reliance on overseas development centers. Analysts suggest that while Microsoft can absorb the costs, which represent only a small fraction of its substantial R&D budget, the policy may adversely affect smaller firms and the broader tech ecosystem, ultimately impacting competitiveness and innovation. The fee is anticipated to slow the pace of innovation and delay product launches in key sectors such as artificial intelligence and cloud computing.","['The introduction of a $100,000 fee on H-1B visas will double hiring costs for Microsoft and prompt a reassessment of its human resources strategies.', 'The fee increase could slow the pace of innovation and delay product launches in key sectors like artificial intelligence and cloud computing.']"
Microsoft Corp.,2025-09-25 00:00:00,"Microsoft Corp. is significantly affected by the recent introduction of a $100,000 application fee for H-1B visas, as it employs a substantial number of H-1B visa holders, totaling 5,189. While the company may have the financial capacity to absorb these costs, the new fee poses considerable challenges for smaller and mid-sized businesses in the technology sector, which may struggle to manage the increased hiring costs. The policy is expected to disrupt the hiring landscape, particularly for companies that rely heavily on foreign talent, and could diminish America's attractiveness as a destination for skilled professionals. This shift may lead to a loss of innovation and talent to countries like the UK, China, and the UAE, which are lowering barriers for skilled workers. Although Microsoft has not publicly commented on the fee increase, the implications for the company and the tech industry as a whole are profound, as they may face hurdles in maintaining their workforce and competitive edge in the global market.","['Microsoft employs 5,189 H-1B visa holders, making it one of the major users of the H-1B program, highlighting its reliance on foreign talent.', 'The introduction of the high fee could lead to a loss of talent to countries like the UK, China, and the UAE, which are lowering barriers for skilled workers.']"
Talent Fund,2025-09-22 00:00:00,"Talent Fund's position regarding the introduction of a high fee on H-1B visas reflects concern over the potential impact on attracting global talent. The announcement of a significant fee increase to $100,000 by President Donald Trump has raised alarms within the tech industry, particularly as the H-1B program is crucial for skilled foreign workers, especially from India, to fill roles in technology, research, and healthcare sectors. The comments from Jamie Arrowsmith highlight the need for funding and support to ensure a smooth transition for global talent amidst these changes.","['The introduction of a $100,000 fee for H-1B visas by President Trump has shocked the tech industry.', 'The H-1B program is essential for skilled foreign workers, particularly Indians, in the technology, research, and healthcare sectors.', 'Jamie Arrowsmith emphasized the need for funding and autonomy to attract global talent effectively.']"
Talent Fund,2025-09-25 00:00:00,"Talent Fund is taking a proactive approach in response to the high fee on H-1B visas introduced by Donald Trump. They are advocating for the UK government to enhance its Global Talent Fund to better support engineering and founding professionals impacted by U.S. visa policies. Additionally, Talent Fund is urging the government to streamline processes for H-1B holders looking to relocate to the UK. They are also pushing for the broadening of the Enterprise Management Incentive (EMI) scheme to ensure that incoming talent receives competitive compensation packages, indicating a strategic shift towards attracting global talent amidst the challenges posed by the U.S. visa policy changes.","['Talent Fund is advocating for the expansion of the Global Talent Fund to support engineering and founding professionals affected by U.S. visa policies.', 'The organization has requested the UK government to streamline processing for H-1B holders seeking relocation.']"
Tata Consultancy Services Ltd.,2025-09-20 00:00:00,"Tata Consultancy Services Ltd. (TCS) is significantly impacted by the recent introduction of a $100,000 fee for H-1B visa sponsorship, as announced by President Trump. This steep increase is expected to reshape the hiring landscape for foreign professionals, particularly affecting Indian workers who constitute a large portion of H-1B visa holders. The new fee pressures TCS and similar companies to reconsider their hiring strategies, potentially shifting focus towards highly specialized, high-wage talent and domestic graduates. The company, along with other major firms, may face challenges in maintaining their workforce in the U.S. due to the increased costs associated with sponsoring H-1B applicants. As of now, TCS has not publicly commented on the changes, leaving uncertainty regarding their specific response to the new regulations.","[""The introduction of a $100,000 fee for H-1B visa sponsorship is expected to significantly impact TCS's hiring strategies."", 'TCS, along with other major firms, may need to shift focus to hiring highly specialized, high-wage talent and domestic graduates due to the increased costs of H-1B sponsorship.', 'The new fee could reduce opportunities for Indian professionals, who make up the majority of H-1B holders, particularly in junior roles.', 'TCS has not yet provided a public response to the new H-1B visa fee increase.']"
Tata Consultancy Services Ltd.,2025-09-21 00:00:00,"Tata Consultancy Services Ltd. (TCS) is responding to the introduction of a high fee on H-1B visas by advising its employees on H-1B visas to either remain in the U.S. or return quickly before the new regulations take effect. This reflects a sense of urgency and concern within the company regarding the implications of the fee increase, which is expected to significantly reduce access to the H-1B program for many skilled foreign nationals. As one of the top recipients of H-1B visas, TCS anticipates facing increased operational costs that could hinder its ability to hire new talent and maintain staffing levels. The fee hike is viewed as a threat to global talent mobility, which has historically supported U.S. tech firms, and may lead to companies becoming more selective in their sponsorship of H-1B candidates, focusing on only the most critical roles.","['TCS has advised its employees on H-1B visas to stay in the U.S. or return quickly before the new regulations take effect, indicating urgency in response to the fee increase.', 'The company expects the high fee on H-1B visas to significantly reduce access to the program for many skilled foreign nationals, reshaping employer demand.']"
Tata Consultancy Services Ltd.,2025-09-22 00:00:00,"Tata Consultancy Services (TCS) is currently grappling with significant operational and financial challenges due to the newly introduced $100,000 annual fee on H-1B visas. This fee complicates TCS's workforce planning, recruitment, and deployment strategies, particularly as the company relies heavily on H-1B visas to send engineers to the U.S. for client projects. Analysts note that while TCS may be better positioned to absorb these costs due to its profitability and strong balance sheet, the fee increase is still expected to impact project timelines and margins. TCS is likely to explore alternative solutions, such as remote work and contract renegotiations, to alleviate the financial burden. The new fee structure is anticipated to make TCS more selective in its sponsorship of H-1B candidates, potentially reserving filings for only the most critical roles, which could further reduce access to skilled foreign workers.","['TCS is expected to explore alternative solutions such as remote work and contract renegotiations to mitigate the financial burden of the new $100,000 annual fee on H-1B visas.', 'The fee increase is anticipated to make TCS more selective in its sponsorship of H-1B candidates, potentially reserving filings for only the most business-critical roles.']"
Tata Consultancy Services Ltd.,2025-09-23 00:00:00,"Tata Consultancy Services Ltd. (TCS) is facing significant challenges due to the introduction of a high fee on H-1B visas, which is expected to increase operating costs and compel the company to accelerate offshoring and local hiring strategies. TCS employs 5,505 workers under the H-1B visa category, making it one of the top companies affected by the new policy. Analysts predict that the new fee structure may lead to a reduction in profit margins and earnings per share, as TCS may need to replace a portion of its H-1B workforce with local hires to mitigate the financial burden. Despite these challenges, TCS is noted to be among the firms least exposed to the impacts of the new policy due to its existing localization strategies.","['TCS employs 5,505 workers using H-1B visas, making it one of the top companies affected by the new high fee policy.', ""Analysts estimate that replacing one-third of H-1B employees with local hires could reduce TCS's EBIT margins by 20-50 basis points and earnings per share by 2-4%.""]"
Tata Consultancy Services Ltd.,2025-09-24 00:00:00,"Tata Consultancy Services Ltd. (TCS) faces heightened challenges due to the introduction of a high fee on H-1B visas, which could equate to the cost of a year's salary for each new recruit. This new fee structure is expected to significantly increase operational costs, impacting profit margins as TCS derives over half of its yearly revenue from the U.S. market. The cumulative effect of the $100,000 fee, combined with existing tariffs and tighter client budgets, exacerbates the financial pressures on TCS and other Indian IT firms. Analysts have noted that the new fee regime will increase the cost of doing business for IT services companies and their clients in the U.S., further deepening margin pressures in an industry already facing disruptions from artificial intelligence and trade policy uncertainty.","[""The new H-1B visa fee could equate to the cost of a year's salary for each new recruit, significantly increasing operational costs for TCS."", 'TCS derives over half of its yearly revenue from the U.S. market, making it particularly vulnerable to the financial pressures imposed by the new fee structure and existing tariffs.']"
Thomson Reuters Corp.,2025-09-20 00:00:00,"Thomson Reuters Corp. highlights the significant impact that the proposed high fee on H-1B visas could have on startups and mid-sized tech companies, which often rely on these visas for junior and mid-level roles. The analysis suggests that the introduction of a $100,000 annual fee could lead many of these companies to reconsider their hiring strategies, potentially delaying or shifting roles overseas. The proposed fee is seen as a deterrent to attracting global talent, which could ultimately affect the U.S. economy's competitiveness, particularly in high-stakes sectors like artificial intelligence. The company underscores that the new policy could reshape how firms recruit skilled labor and may drive them to offshore high-value work, further complicating the landscape for U.S. tech firms that depend on foreign talent.","['The proposed $100,000 annual fee for H-1B visas could significantly impact startups and mid-sized tech companies, which typically use these visas for junior and mid-level roles.', 'Many companies may pull back, delay hiring, or shift roles overseas due to the increased costs associated with the new visa fee.', ""The introduction of high fees could deter global talent from coming to the U.S., reducing the country's ability to innovate and grow economically."", ""The policy may force companies to offshore high-value work, potentially harming America's competitiveness in critical areas like artificial intelligence.""]"
Thomson Reuters Corp.,2025-09-21 00:00:00,"Thomson Reuters Corp. has not issued any direct comments regarding the introduction of a high fee on H-1B visas. However, the broader industry response indicates that major companies such as Microsoft, JPMorgan, and Amazon have advised their employees holding H-1B visas to remain in the United States following the announcement of the new fee. This reflects a cautious approach among firms, suggesting that the new fee may lead to increased selectivity in sponsoring H-1B candidates, which could further impact access to skilled foreign labor. Additionally, Commerce Secretary Howard Lutnick mentioned that while the fee would be paid annually, specific details are still under consideration.","['Major companies, including Microsoft, JPMorgan, and Amazon, have advised employees holding H-1B visas to remain in the United States following the announcement of the new fee, indicating a cautious industry response.', 'Commerce Secretary Howard Lutnick stated that the fee would be paid annually, but details are still being considered, highlighting ongoing discussions about the implementation of the fee.']"
Thomson Reuters Corp.,2025-09-22 00:00:00,"Thomson Reuters Corp. is adapting to the newly introduced high fee on H-1B visas by becoming more selective in its sponsorship of H-1B candidates, prioritizing only the most critical roles. This strategic shift is expected to significantly limit access to the H-1B program for many skilled foreign nationals, thereby reshaping employer demand. Additionally, the company is proactively reducing its reliance on the H-1B program through increased local hiring, acquisitions, and partnerships, indicating a shift in strategy to address the challenges posed by the new fee structure. The company plans to leverage AI tools to tackle any challenges that arise from this new approach.","['Thomson Reuters Corp. is expected to become more selective in H-1B sponsorship, focusing on business-critical roles due to the new high fee.', 'The company has reduced its reliance on the H-1B program through local hiring, acquisitions, and partnerships.']"
Thomson Reuters Corp.,2025-09-23 00:00:00,"Thomson Reuters Corp. is actively monitoring the implications of the newly introduced $100,000 fee on H-1B visas, which is expected to significantly impact recruitment strategies within the technology sector. The fee, applicable only to new applicants, has already created confusion, prompting many companies to pause their recruitment and workforce planning. Industry experts indicate that the high cost of the H-1B visa may incentivize companies to outsource jobs to countries like India, where labor costs are lower. This shift could lead to a reduction in the number of H-1B visa workers that companies can hire, thereby affecting the overall workforce landscape in the U.S. tech industry. Additionally, the previous cost of the visa was only a few thousand dollars, making the new fee a substantial deterrent for hiring talent in the U.S. and potentially driving companies to establish innovation hubs abroad instead of maintaining back offices domestically.","['The $100,000 fee on H-1B visas is causing confusion and leading companies to pause recruitment and workforce planning.', 'Experts indicate that companies may need to reduce the number of H-1B visa workers they can hire due to the new fee.']"
Thomson Reuters Corp.,2025-09-24 00:00:00,"Thomson Reuters Corp. has expressed heightened concerns regarding the Trump administration's introduction of a $100,000 fee on H-1B visas, which marks a significant increase from the previous cost of $2,000. This drastic change is anticipated to make hiring foreign talent, especially from countries like India, more appealing due to lower wages. The company notes that this new fee is likely to disrupt hiring plans and compel firms to rethink their workforce strategies, potentially leading to a decrease in the number of H-1B visa workers they can employ. The confusion surrounding the implementation of this fee has already caused many companies to pause their recruitment efforts and adjust their budgets. Furthermore, corporate clients have described the new fee as unworkable, prompting discussions about relocating talent acquisition to other countries. Notably, Sam Liang, CEO of AI transcription start-up Otter, indicated that companies may need to reduce their H-1B workforce and consider outsourcing to countries like India to navigate the challenges posed by the new fee.","[""The Trump administration's $100,000 fee on H-1B visas is a significant increase from the previous cost of $2,000, making hiring foreign talent more attractive for companies due to lower wages."", 'Corporate clients have described the new fee as unworkable, leading to discussions about relocating talent acquisition to other countries.']"
Thomson Reuters Corp.,2025-09-25 00:00:00,"Thomson Reuters Corp. continues to express concerns regarding the newly introduced US$100,000 fee on H-1B visas, which represents a significant increase from the previous cost of only a few thousand dollars. This steep rise is expected to further incentivize companies to seek talent in countries like India, where labor costs are lower. The confusion surrounding the implementation of this fee is already causing many companies to pause their recruitment and workforce planning, leading to a reevaluation of hiring strategies. Experts and executives have noted that the new fee could flip the equation, making it more appealing for firms to establish innovation hubs abroad rather than maintaining domestic operations. Additionally, the fee applies only to new applicants, which has added to the uncertainty in the hiring landscape.","['The new US$100,000 fee for H-1B visas is expected to make hiring talent in countries like India more attractive due to lower labor costs.', 'The confusion regarding the roll-out of the US$100,000 levy is causing companies to pause their recruitment and workforce planning.']"
Wipro Ltd.,2025-09-19 00:00:00,"Wipro Ltd. is positioned within a landscape where the introduction of high fees on H-1B visas could significantly impact its operations. As a consultancy that employs a substantial number of foreign workers, primarily from India, Wipro is likely to face increased costs associated with hiring these employees due to the proposed fee hikes. The company is part of a broader industry that relies on outsourcing technical operations to manage costs for American firms. The AFL-CIO has noted that while the changes are seen as steps in the right direction, they advocate for reforms that prioritize visa allocation based on wage offers rather than random selection, indicating a need for further adjustments in the visa system that could affect companies like Wipro.","['Wipro employs a significant number of foreign workers, mostly from India, contracted to American firms seeking cost savings.', ""The introduction of increased fees for H-1B visas could affect Wipro's ability to hire foreign workers due to higher costs."", 'Current costs for companies include $215 to register for the lottery and $780 for the employer-sponsored petition for a non-immigrant worker.']"
Wipro Ltd.,2025-09-20 00:00:00,"Wipro Ltd. is facing significant challenges due to the introduction of a new $100,000 fee on H-1B visas, which is expected to reshape its hiring strategies and operational models. This fee will primarily limit the company's ability to send junior and mid-level engineers to the US, making H-1B hiring financially viable only for high-value roles that require advanced expertise. Analysts predict that this change will compel Wipro and other Indian IT firms to reassess their staffing strategies, potentially leading to a shift towards offshoring work or reducing on-site deployments. The new fee structure poses a dual challenge for Wipro, as it not only increases operational costs but also restricts the talent pool available for US projects. The introduction of this high fee is viewed as a cost shock for Wipro, which has historically relied on H-1B visas to place engineers in the US market.","[""The new $100,000 fee on H-1B visas will limit Wipro's ability to send junior and mid-level engineers to the US, making H-1B hiring financially viable only for high-value roles."", 'Analysts suggest that Wipro may need to reassess its US staffing strategies, potentially shifting work offshore or reducing on-site deployments to minimize costs.']"
Wipro Ltd.,2025-09-21 00:00:00,"Wipro Ltd. is experiencing significant challenges following the introduction of a high fee on H-1B visas by President Donald Trump, which has led to a 2% decline in the company's shares, reflecting investor concerns about the operational impact of increased visa costs. Analysts predict that this new fee structure will result in a near-term freeze on new H-1B applications and a shift towards offshoring work to India, as Wipro may prioritize protecting existing client contracts while increasing local hiring in the U.S. Furthermore, the high costs associated with H-1B visas could disrupt onshore projects and necessitate a reevaluation of hiring and pricing strategies, potentially leading to a loss of the U.S.'s competitive edge in innovation as global talent may seek opportunities elsewhere. This situation indicates a significant shift in the economics of deploying Indian tech talent in the U.S., with Wipro and other Indian IT firms expected to further reduce their reliance on H-1B visas.","[""Wipro's shares fell by 2% following the announcement of the high H-1B visa fee, indicating investor concern over the impact on the company's operations."", 'Analysts warn that the new fee structure could disrupt onshore projects and impact the revenue visibility of large IT exporters like Wipro.']"
Wipro Ltd.,2025-09-22 00:00:00,"Wipro Ltd. is currently grappling with significant operational and financial challenges stemming from the newly introduced $100,000 annual fee for H-1B visas. This fee is expected to drastically increase the costs associated with sending engineers to the U.S. for client projects, complicating workforce planning, recruitment, and deployment strategies. In response, Wipro is exploring alternative solutions such as remote work and client-side training in India to alleviate the financial burden. Analysts have noted that while larger firms like Wipro may be able to absorb these costs more easily, mid-tier firms that rely heavily on fresh H-1B approvals will face greater difficulties. The fee hike fundamentally alters the economics of deploying Indian tech workers in the U.S., diminishing the cost advantage of sending employees overseas compared to hiring locally. This situation poses a significant threat to Wipro's profitability, with estimates suggesting a potential reduction in operating profits by 7-15% due to the new visa fees.","['Wipro is exploring alternative solutions such as remote work and client-side training in India to mitigate the financial burden of the new $100,000 annual fee for H-1B visas.', ""Analysts estimate that Wipro's operating profits could be reduced by 7-15% due to the introduction of the high visa fees.""]"
Wipro Ltd.,2025-09-23 00:00:00,"Wipro Ltd. is facing a potential 1-3% reduction in net profit due to the newly introduced high fee on H-1B visas, which is expected to significantly increase the costs associated with employing foreign talent. The company, which relies heavily on rotating engineers to serve US clients, may need to rethink its onshore-offshore strategies and reduce short-term employee transfers. This shift could lead to a greater emphasis on local hiring of US citizens or green card holders. Additionally, the overall implications of the new visa policy could escalate annual immigration costs for Wipro and other top Indian IT providers by $150-550 million, further impacting core operating margins. Brokerages suggest that while larger firms like Wipro may be better positioned to absorb these changes, the financial burden remains substantial and could reshape operational strategies in the long term.","['Wipro is expected to face a 1-3% reduction in net profit due to the new high fee on H-1B visas.', 'The introduction of the high fee could lead to an increase in annual immigration costs by $150-550 million for Wipro and other top Indian IT providers.']"
Wipro Ltd.,2025-09-24 00:00:00,"Wipro Ltd. is facing heightened challenges due to the introduction of a high fee on H-1B visas, which is anticipated to significantly increase operational costs. The company, which derives over half of its yearly revenue from the U.S. market, is particularly vulnerable to changes in the H-1B visa program. Analysts from Citi Research have indicated that the new fee regime will make each fresh recruit on an H-1B visa as costly as a year's salary, thereby increasing the cost of doing business for IT services companies and their clients in the U.S., which could adversely affect profit margins. This situation may lead to reduced hiring or a shift of jobs back to India, further complicating Wipro's operational strategies in the face of rising costs associated with employing skilled foreign workers.","['Wipro derives over half of its yearly revenue from the U.S. market, making it particularly vulnerable to changes in the H-1B visa program.', ""Citi Research warns that the new fee regime will make each fresh recruit on an H-1B visa as costly as a year's salary, significantly increasing the cost of doing business for IT services companies.""]"
Wipro Ltd.,2025-09-25 00:00:00,"Wipro Ltd. is adapting to a challenging environment with the introduction of high fees on H-1B visas, leading to a notable decrease in its reliance on these visas. The company has shifted towards offshore delivery and local hiring in the U.S., resulting in a reduction of Indian employees on H-1B visas from 34,507 in 2017 to 17,997 by 2025. While current visa expenses represent only 0.02% to 0.05% of total employee costs, the new fee structure is projected to escalate this to 1.0%, potentially leading to significant cost increases for Wipro and its peers. This shift could adversely affect profitability, particularly for smaller firms that depend heavily on H-1B visas.","[""Wipro's number of Indian employees on H-1B visas has halved from 34,507 in 2017 to 17,997 by 2025, indicating a strategic shift towards offshore delivery and local hiring."", 'The new fee structure is expected to raise visa costs to 1.0% of total employee costs, which could lead to sharp cost increases for Wipro and significantly impact profitability.']"
Donald Trump,2025-09-19,"Donald Trump expressed optimism about the tech industry's reaction to the introduction of a high fee on H-1B visas, which is aimed at ensuring that only highly skilled workers are brought into the U.S. The new fee of $100,000 is intended to discourage the replacement of American workers and promote the hiring of domestic talent.","""I think they're going to be very happy,"" Trump said, anticipating the tech industry's response to the changes.
""One of the most abused visa systems is the H1-B non-immigrant visa programme. This is supposed to allow highly skilled labourers who work in fields that Americans don't work in to come into the United States of America. What this proclamation will do is raise the fee that companies pay to sponsor H-1B applicants to $100,000.""
""We need workers, we need great workers and this pretty much ensure that that's going to happen,"" Trump said."
Donald Trump,2025-09-20,"Donald Trump has reiterated his administration's commitment to imposing a high fee on H-1B visas, raising it from $215 to $100,000 annually. This significant increase is aimed at discouraging the hiring of foreign workers in favor of American talent. Trump believes that this move will ensure that companies prioritize hiring skilled American workers. He has claimed that the new fee will be beneficial for the U.S. workforce, despite concerns from tech companies about the potential negative impact on their operations. The administration has framed this fee increase as a response to what they describe as systemic abuse of the H-1B program.","President Donald Trump announced plans to impose a $100,000 annual fee on H-1B visas, threatening to upend the program that underpins America's technology workforce.
Trump argued that America needs 'great workers' and that the newly imposed fee 'pretty much ensures that that's what's going to happen.'
The move is expected to significantly impact Indian technology workers who are hired by tech companies and others on H-1B visas.
Trump stated, 'The company needs to decide... is the person valuable enough to have $100,000 a year payment to the government? Or they should head home and they should go hire an American.'
The Donald Trump administration's decision to sharply hike H-1B visa fees has resulted in top companies like Meta and Microsoft recalling their H-1B visa holders to the US.
Trump accused IT outsourcing firms of 'systemic abuse' of the H-1B programme and branded it a 'national security threat.'"
Donald Trump,2025-09-21,"Donald Trump has officially signed a proclamation imposing a $100,000 fee on H-1B visa applications, a significant increase aimed at curbing program abuse and protecting American jobs. This move is framed as a response to the perceived systemic abuse of the H-1B program, which Trump claims has led to the replacement of American workers with lower-paid foreign labor. The administration argues that the new fee will incentivize companies to hire American workers instead. This announcement has raised concerns among tech companies that rely on H-1B visa holders, as they are now advising their employees to avoid international travel or return to the U.S. before the policy takes effect. The White House has reiterated that this fee increase is part of a broader strategy to address national security threats and the undercutting of wages in the U.S. workforce.","U.S. President Donald Trump on Friday signed a proclamation raising the fee that companies pay to sponsor H-1B applicants to 100,000 dollars, saying the move is intended to ensure that the United States brings in highly skilled talent whom American workers cannot replace.
Following the announcement, companies such as Microsoft and Amazon have advised H-1B employees to avoid international travel or return to the United States before the policy takes effect.
Trump said that companies would rather not pay the new fee, and hiring Americans would serve that purpose. 'So there's an incentive to hire American,' he said.
The White House claims companies are replacing U.S. workers with lower-paid foreign labor, citing instances of layoffs alongside H-1B approvals.
Trump's $100,000 H-1B fee is economic suicide for America. It will force Indian talent to go home, taking with them skills, savings, and global experience.
The administration warned that continued misuse of the H-1B program could discourage future American workers from pursuing STEM careers, posing potential risks to national security."
Donald Trump,2025-09-22,"Donald Trump has reiterated his administration's commitment to the $100,000 fee on H-1B visas, emphasizing its role in curbing program abuse and promoting the hiring of American workers. This fee is positioned as a one-time charge for new applications, which has caused confusion among tech companies. Trump believes that the fee will incentivize companies to prioritize American talent over foreign workers, despite concerns about its potential negative impact on industries reliant on skilled foreign labor. The administration continues to frame this move as a necessary step to address systemic abuses of the H-1B program.","""In the US, the tech industry is contending with a sharp rise in H-1B visa fees. US President Donald Trump called for a sweeping overhaul of the H-1B visa program, including a $100,000 application fee, affecting tech companies that have long depended on the program to recruit global talent.""
""President Trump recently announced that he is raising the annual fee for H-1B visa applicants from $215 to $100,000 - potentially dealing a major blow to some US industries that rely on skilled foreign workers.""
""As President Donald Trump's H-1B visa fee plan rattles corporate America, Baird has data that can give clues on which technology and services sector companies could be hit the hardest.""
""It is therefore necessary to impose higher costs on companies seeking to use the H-1B program in order to address the abuse of that program while still permitting companies to hire the best of the best temporary foreign workers,"" Mr. Trump said in his order.
""Netflix's Reed Hastings surprisingly backs Trump's $100,000 H-1B visa fee, a move that sharply contrasts with the widespread Silicon Valley opposition."""
Donald Trump,2025-09-23,"Donald Trump has reiterated his administration's commitment to the $100,000 fee on H-1B visas, emphasizing its role in curbing program abuse and promoting the hiring of American workers. This fee is positioned as a one-time charge for new applications, which has caused confusion among tech companies. Trump believes that the fee will incentivize companies to prioritize American talent over foreign workers, despite concerns about its potential negative impact on industries reliant on skilled foreign labor. Analysts and company leaders have expressed concern about potential downsizing and workforce disruption, indicating that some companies might circumvent the fee by hiring talent in countries like India. This reflects a growing apprehension about the implications of the fee on the tech industry and the future of H-1B visa holders.","Trump claims companies will prefer to avoid paying the new fee, and hiring Americans would allow them to do so. ""So there's an incentive to hire Americans,"" he said.
H-1B visas have been a traditional funnel for Indian and Chinese talent into the US tech industry. After Donald Trump said visas for highly skilled workers would cost $100,000, prospective applicants are reconsidering.
Despite President Trump's statement that companies would be ""very happy"" about the order, analysts and company leaders expressed concern about potential downsizing and workforce disruption.
Some companies might work around the H-1B visa fee by hiring talent in countries like India, where Big Tech is already building innovation hubs, experts told Reuters."
Donald Trump,2025-09-24,"Donald Trump has announced a $100,000 fee for new H-1B visa applicants, reinforcing his administration's stance on curbing program abuse and promoting the hiring of American workers. This fee is intended to discourage the hiring of foreign workers and is framed as a necessary measure to protect U.S. jobs. The announcement has caused confusion among tech companies, which are concerned about the potential negative impact on their operations and may consider moving jobs overseas. Trump's assertion that the fee will encourage companies to prioritize American talent aligns with his previous statements regarding the need to address systemic abuses of the H-1B program.","On Friday, President Donald Trump's administration announced a $100,000 fee for all new recipients of H-1B visas, a type of nonimmigrant visa designed to help U.S. companies find employees with technical skills not common in the U.S.
Trump argued that the fee will encourage companies to hire American workers, instead of foreign ones.
The Trump administration's sharp increase in visa fees for H-1B workers has triggered concern among US technology companies, with many considering moving more jobs overseas.
Trump stated that 'abuse' of H-1B visas has facilitated an 'influx' of foreign labour in STEM that has undermined salaries and workplace conditions for US workers.
The fee hike sent H-1B holders into panic mode, prompting companies like Microsoft to ask employees abroad to rush back before midnight."
Donald Trump,2025-09-25,"Donald Trump has reiterated his administration's commitment to the $100,000 fee on H-1B visas, emphasizing its role in curbing program abuse and promoting the hiring of American workers. This fee is intended to discourage the hiring of foreign workers and is framed as a necessary measure to protect U.S. jobs. The announcement has caused confusion among tech companies, which are concerned about the potential negative impact on their operations and may consider moving jobs overseas. Trump's assertion that the fee will encourage companies to prioritize American talent aligns with his previous statements regarding the need to address systemic abuses of the H-1B program. Notably, Ajay Jain Bhutoria, an Indian entrepreneur, has expressed skepticism about the fee's effectiveness, suggesting it may lead to increased outsourcing and hurt startups.","Donald Trump has reiterated his administration's commitment to the $100,000 fee on H-1B visas, emphasizing its role in curbing program abuse and promoting the hiring of American workers.
Trump stated that the fee is intended to discourage the hiring of foreign workers and is framed as a necessary measure to protect U.S. jobs.
The announcement has caused confusion among tech companies, which are concerned about the potential negative impact on their operations and may consider moving jobs overseas.
Ajay Jain Bhutoria commented, ""Trump's proposed $100,000 H-1B fee will fail. Lawsuits are likely, and courts may strike it down since it doesn't comply with the Administrative Procedure Act rules, which require public notice and comment in the Federal Register."""
